customer_id,churn
0-559-63219-3.50960,0
1-306-12367-4.50977,0
0-615-02529-3.50980,0
0-645-44058-2.50982,0
1-889789-17-8.51006,0
1-192-14894-0.51007,0
0-85422-951-5.51016,0
0-321-52919-7.51024,0
1-68294-373-9.51025,0
0-06-767559-X.51026,0
0-87284-323-8.51028,0
1-245-38174-1.51032,0
0-537-51069-9.51040,0
0-598-77691-5.51056,0
1-03-857739-X.51067,0
1-871562-32-5.51090,0
0-9714089-4-7.51098,0
1-56150-948-5.51109,0
0-7831-9365-3.51117,0
"NA.51122",0
1-289-58060-X.51126,0
1-956967-24-9.51127,0
0-504-92010-3.51145,0
1-4241-2755-6.51156,0
0-11-159587-8.51167,0
1-77875-055-9.51168,0
0-445-22124-0.51176,0
0-422-44742-0.51192,0
0-04-726255-9.51197,0
1-875687-59-9.51224,0
0-19-376784-8.51245,0
0-7898-1693-8.51265,0
1-08-208815-3.51268,0
1-69063-071-X.51272,0
0-279-90161-5.51275,0
1-66248-928-5.51282,0
1-945613-68-8.51294,0
0-356-93552-3.51298,0
1-941290-32-9.51302,0
0-209-57230-2.51317,0
1-395-98066-7.51323,0
0-17-085399-3.51331,0
1-220-06452-1.51343,0
0-85958-825-4.51348,0
1-232-00397-2.51356,0
0-7007-2845-7.51364,0
1-80186-975-8.51372,0
0-432-88835-7.51375,0
1-875676-54-6.51377,0
0-488-79469-2.51387,0
1-121-08044-8.51408,0
0-89662-332-7.51436,0
1-80829-552-8.51443,0
0-06-233329-1.51446,0
0-07-785568-X.51451,0
0-8244-1725-9.51453,0
1-284-26801-2.51465,0
1-119-24125-1.51466,0
1-308-09088-9.51468,0
1-120-14372-1.51469,0
1-306-92960-1.51481,0
0-10-696406-2.51494,0
1-162-69851-9.51505,0
1-61138-864-3.51508,0
0-398-19187-5.51511,0
1-884304-29-X.51512,0
1-63784-697-5.51532,0
1-56365-212-9.51543,0
0-655-38312-3.51561,0
0-02-928417-1.51569,0
0-946728-54-2.51576,0
0-89795-899-3.51582,0
0-9547059-4-7.51589,0
0-607-12049-5.51592,0
1-4261-6789-X.51599,0
0-86807-669-4.51632,0
1-71171-785-1.51643,0
1-4056-5383-3.51647,0
0-503-78338-2.51650,0
1-4627-5737-5.51660,0
1-149-40763-8.51666,0
1-884144-49-7.51686,0
1-340-23768-7.51688,0
0-323-70084-5.51704,0
1-4606-9208-X.51713,0
0-204-67714-9.51714,0
1-395-92928-9.51728,0
0-86705-967-2.51747,0
0-240-76490-0.51775,0
1-160-86759-3.51781,0
0-7902-5256-2.51785,0
0-7103-0542-7.51800,0
0-19-301276-6.51801,0
1-917162-62-6.51802,0
1-70773-523-9.51810,0
0-291-71045-X.51813,0
0-7714-6997-7.51832,0
0-688-05478-1.51837,0
0-08-651326-5.51845,0
1-197-26214-8.51851,0
1-4567-8443-9.51863,0
0-556-72038-5.51869,0
1-931706-61-1.51871,0
1-4583-2299-8.51880,0
1-299-91604-X.51881,0
1-273-22345-4.51882,0
0-7226-9980-8.51889,0
0-04-846297-7.51894,0
0-88513-434-6.51927,0
0-241-45821-8.51937,0
1-390-66405-8.51954,0
0-602-64906-4.51991,0
0-258-36545-5.52027,0
0-577-91767-6.52040,0
1-76006-646-X.52043,0
1-68460-083-9.52047,0
1-60303-228-2.52050,0
0-06-582079-7.52069,0
0-560-81491-7.52124,0
0-252-35767-1.52128,0
0-9560088-8-7.52156,0
1-78819-071-8.52166,0
1-05-853871-3.52177,0
0-675-36612-7.52178,0
1-69349-549-X.52180,1
1-4084-5043-7.52202,0
0-8367-6383-1.52209,0
0-449-21670-5.52224,0
1-873462-95-6.52225,0
0-262-72777-3.52231,0
0-239-09439-5.52261,0
0-7590-1410-8.52272,0
1-4663-0422-7.52284,0
0-644-45383-4.52286,0
1-118-98868-X.52297,0
1-321-29547-2.52326,0
1-271-10958-1.52337,0
1-65054-383-2.52340,0
1-187-75865-5.52341,0
1-83460-536-9.52345,0
0-356-05097-1.52348,0
1-63273-600-4.52353,0
0-230-77901-8.52361,0
1-82832-499-X.52369,0
0-7886-5758-5.52373,0
0-625-36706-5.52375,0
1-215-56351-5.52386,0
1-75375-696-0.52393,0
0-9804262-3-5.52396,0
0-411-35286-5.52414,0
1-61769-083-X.52420,0
1-84384-875-9.52425,0
1-9835-3981-3.52449,0
1-4627-7615-9.52452,0
0-15-435989-0.52460,0
1-75796-674-9.52469,0
0-390-04332-X.52481,0
0-279-79236-0.52496,0
0-14-170147-1.52524,0
1-164-94194-1.52526,0
1-198-01010-X.52550,0
1-00-361520-1.52552,0
1-06-965544-9.52554,1
1-06-241287-7.52560,0
0-395-77998-7.52561,0
0-14-576915-1.52580,0
0-628-21592-4.52581,0
0-220-18860-2.52585,0
0-560-44474-5.52586,0
0-15-605555-4.52587,0
0-319-15025-9.52605,0
1-74530-220-4.52609,0
0-9670735-4-5.52622,0
0-7017-8140-8.52625,0
0-210-58438-6.52651,0
0-7878-1171-8.52655,0
0-573-81477-5.52679,0
0-05-079891-X.52689,0
1-969217-98-7.52692,0
1-63446-954-2.52705,0
1-86435-364-3.52709,0
0-493-99233-2.52717,0
1-4880-6797-X.52733,0
0-219-72740-6.52738,0
0-7824-0167-8.52744,0
0-01-443247-1.52746,0
1-69650-325-6.52750,0
1-5322-2194-0.52764,0
0-07-518675-6.52766,0
0-384-92907-9.52768,0
1-83185-335-3.52771,0
1-74723-403-6.52785,0
0-549-04602-X.52788,0
1-83374-368-7.52790,0
1-75769-240-1.52801,0
0-604-38401-7.52808,0
1-397-02063-6.52810,0
0-570-80490-6.52812,0
0-7622-2776-1.52821,0
0-7579-1861-1.52864,0
1-910908-91-6.52868,0
0-16-479200-7.52869,0
0-06-057777-0.52870,0
0-17-482012-7.52885,0
1-72018-455-0.52894,0
1-04-726486-2.52909,0
0-00-142657-5.52912,0
0-388-46947-1.52913,0
0-389-79692-1.52917,1
0-920416-67-5.52919,0
0-652-12685-5.52925,0
1-268-07267-2.52926,0
0-225-47252-X.52929,0
0-240-98813-2.52953,0
1-379-74591-8.52955,1
0-617-67020-X.52975,0
0-318-59783-7.52983,0
0-87431-957-9.52990,0
0-651-88471-3.52992,0
0-328-89573-3.52996,0
1-63858-133-9.52998,0
1-55864-811-9.53009,0
0-480-97672-4.53023,0
1-04-276295-3.53039,0
1-928303-14-5.53049,0
0-669-60728-2.53056,0
1-63087-644-5.53062,0
0-10-948140-2.53063,0
1-64709-291-4.53064,0
0-9939910-8-4.53065,0
0-01-567054-6.53066,0
1-9797-7874-4.53073,0
0-324-00721-3.53074,0
1-277-16745-1.53078,0
0-561-08871-3.53117,0
1-86720-776-1.53167,0
1-136-55347-9.53172,0
1-60624-566-X.53182,0
0-09-892790-6.53195,0
1-387-32998-7.53220,0
0-7114-9505-X.53231,0
1-903151-81-3.53239,0
0-533-01699-1.53243,0
0-7314-3795-0.53245,0
0-215-75805-6.53282,0
1-292-36610-9.53284,0
0-693-01712-0.53303,0
1-969890-88-6.53315,0
0-699-49131-2.53316,0
1-68900-713-3.53317,0
0-406-12210-5.53328,0
1-5303-3586-8.53329,0
0-11-964472-X.53359,0
0-363-64481-4.53364,0
1-65394-670-9.53380,0
0-586-60946-6.53407,0
1-59775-763-2.53415,0
1-329-41048-3.53422,0
1-81743-029-7.53426,0
1-01-627695-8.53429,0
1-63876-051-9.53437,0
1-5463-4292-3.53440,0
1-7344232-5-0.53460,0
0-9959888-9-7.53513,0
1-57305-311-2.53515,0
0-373-71776-8.53517,0
1-385-58778-4.53520,0
0-656-11150-X.53521,1
1-4274-1819-5.53526,0
1-85332-432-9.53535,0
1-5266-2244-0.53537,0
1-7377579-6-6.53539,0
1-77009-003-7.53544,0
1-4648-5393-2.53548,0
1-214-16470-6.53551,0
1-350-13302-7.53553,0
1-101-42395-1.53555,0
0-7625-9099-8.53575,0
0-293-95848-3.53583,0
0-928659-18-6.53585,0
0-529-32995-6.53594,0
0-241-16228-9.53599,0
1-902033-77-9.53612,0
1-9736-4911-X.53613,0
0-89023-321-7.53616,0
0-231-15243-4.53629,0
1-03-321461-2.53650,0
0-9944617-4-7.53680,0
1-74983-197-X.53681,0
0-9929103-8-2.53692,0
0-7109-4844-1.53710,0
0-8361-2105-8.53739,0
1-188-43874-3.53741,0
1-62334-787-4.53742,0
1-924191-53-9.53763,0
1-80278-866-2.53767,0
0-85756-808-6.53782,0
0-7896-3269-1.53786,0
0-224-49542-9.53808,0
0-681-70377-6.53812,0
1-77669-740-5.53822,0
1-4975-2316-8.53824,0
1-81643-928-2.53840,0
0-500-73735-5.53854,0
0-05-863117-8.53859,0
1-9809-8612-6.53866,0
1-233-67791-8.53868,0
0-465-20894-0.53872,0
0-395-57232-0.53880,0
1-04-506767-9.53885,0
0-906911-93-1.53887,0
0-09-895232-3.53907,0
0-89690-931-X.53913,0
1-07-672099-4.53918,0
1-205-97455-5.53921,0
0-18-176622-1.53923,0
0-587-38886-2.53929,0
0-282-62486-4.53932,0
1-08-368507-4.53934,0
0-9527331-2-9.53937,0
1-67238-222-X.53942,0
1-231-85810-9.53946,0
1-253-77070-0.53957,0
1-61480-699-3.53985,0
1-65881-208-5.53990,0
0-622-94820-2.54004,0
1-273-72326-0.54013,0
1-299-65371-5.54027,0
0-926550-31-4.54032,0
0-8418-5038-0.54058,0
1-373-92129-3.54066,0
0-929484-38-X.54084,0
1-146-15154-3.54092,0
1-307-98304-9.54104,0
0-02-914281-4.54118,0
0-587-91585-4.54145,0
1-72480-981-4.54159,0
0-406-84671-5.54161,0
1-77560-778-X.54184,0
1-269-49917-3.54208,0
1-916310-05-2.54209,0
0-7397-1371-X.54228,0
1-78115-849-5.54257,0
1-894309-54-5.54268,0
0-9844673-0-0.54269,0
1-86338-188-0.54289,0
0-460-61074-0.54293,0
1-301-63141-8.54295,0
1-78655-581-6.54298,0
1-891209-14-0.54302,0
0-292-63867-1.54326,0
1-63693-971-6.54353,0
1-313-66386-7.54354,0
1-4166-6471-8.54356,1
1-05-942775-3.54379,0
1-118-94227-2.54385,0
0-509-44099-1.54386,0
1-01-431465-8.54394,0
0-329-39538-6.54397,1
1-63739-193-5.54408,0
0-430-26615-4.54425,0
0-00-836432-X.54431,0
0-940739-64-X.54445,0
1-71791-885-9.54446,0
0-397-94594-9.54457,0
1-215-83339-3.54471,0
1-333-79839-3.54472,0
0-268-91567-9.54474,0
0-9757148-6-4.54489,0
1-220-51042-4.54499,0
1-215-37099-7.54500,0
0-7866-3270-4.54508,0
1-107-57586-9.54510,0
1-73079-084-4.54511,0
1-329-23988-1.54514,0
0-272-33314-X.54550,0
0-14-697654-1.54569,0
0-8372-4340-8.54570,0
1-74295-288-7.54582,0
0-06-751347-6.54616,0
0-554-67631-1.54625,0
1-885030-87-8.54629,0
0-05-225337-6.54637,0
1-06-476756-7.54642,0
0-209-10862-2.54671,0
0-639-80962-6.54687,0
1-65352-080-9.54691,0
1-228-28549-7.54705,0
0-525-32638-3.54712,0
1-69953-416-0.54713,0
1-86968-890-2.54715,0
0-557-57468-4.54730,0
1-393-93018-2.54740,0
0-251-26820-9.54762,0
1-123-28016-9.54778,0
1-4491-7824-3.54784,0
0-15-143683-5.54788,0
1-5080-0662-8.54805,0
0-05-941294-1.54806,0
0-649-30815-8.54819,0
1-78176-026-8.54830,0
0-613-52935-9.54839,0
1-129-75497-9.54841,0
0-261-13024-2.54861,0
1-5371-2003-4.54863,0
0-9630269-2-5.54871,0
1-137-87214-4.54877,0
0-03-265947-4.54878,0
0-258-06732-2.54908,0
1-79424-906-0.54923,0
1-939796-75-X.54924,0
0-380-29379-X.54931,0
1-4491-7629-1.54934,0
0-7752-9249-4.54947,0
1-69651-930-6.54958,0
1-131-46372-2.54994,0
0-7684-9115-0.54996,0
1-368-20845-2.55004,0
0-281-70738-3.55018,0
0-593-97485-9.55019,0
1-67215-906-7.55021,0
0-392-63281-0.55038,0
0-01-787520-X.55049,0
0-912725-67-2.55076,0
1-360-08676-5.55078,0
0-7457-9611-7.55087,0
1-127-05666-2.55103,0
1-78268-748-3.55110,0
0-279-19135-9.55136,0
1-4366-9026-9.55150,0
1-345-42973-8.55153,0
0-04-591690-X.55154,0
0-604-46950-0.55155,0
0-665-83813-1.55165,0
1-75965-892-8.55169,0
0-536-12668-2.55187,0
1-08-936596-9.55188,0
1-84199-267-4.55191,0
0-18-602037-6.55198,0
1-264-54349-2.55207,0
1-71363-025-7.55209,0
0-602-74931-X.55217,0
0-280-88635-7.55222,0
1-4864-1925-9.55245,0
1-5467-6603-0.55248,0
0-12-356587-1.55266,0
1-4893-9985-2.55276,0
0-424-70338-6.55290,0
0-8369-9309-8.55299,0
1-77788-702-X.55302,0
0-346-80640-2.55306,0
1-03-667244-1.55323,0
0-08-011165-3.55331,0
0-8016-9038-2.55346,0
1-295-24791-7.55352,0
0-18-589365-1.55355,0
1-260-89161-5.55360,0
1-5310-4767-X.55362,0
0-544-70839-3.55368,0
1-72966-739-2.55369,0
1-287-35414-9.55391,0
1-4954-4341-8.55412,0
1-897152-11-6.55423,0
1-07-688281-1.55438,0
1-4518-3171-4.55441,0
1-4704-8501-X.55452,0
1-75448-131-0.55487,0
1-74212-826-2.55488,0
1-9789-8765-X.55494,0
0-406-15598-4.55496,0
0-216-61704-9.55518,0
1-67455-289-0.55520,0
0-299-39053-5.55541,0
0-618-44236-7.55545,0
1-151-99206-2.55553,0
0-208-09584-5.55557,0
0-8235-5051-6.55560,0
0-218-26393-7.55563,0
0-7662-6065-8.55592,0
0-597-59083-4.55593,0
1-4896-2692-1.55596,0
1-293-44368-9.55599,0
0-479-05847-4.55601,0
0-663-53655-3.55605,0
0-270-96471-1.55619,0
0-313-62777-0.55639,0
0-617-96642-7.55655,0
1-227-76099-X.55670,0
1-949011-77-1.55684,0
0-02-338787-4.55686,0
0-08-118468-9.55694,0
1-133-31820-7.55706,0
0-544-01837-0.55716,0
0-7976-1294-7.55719,0
1-349-97698-9.55727,0
1-79337-355-8.55736,0
0-355-99758-4.55744,0
0-18-938692-4.55776,0
0-9925385-2-1.55781,0
1-268-96084-5.55790,0
1-00-726469-1.55814,0
1-4725-2999-5.55820,0
0-936435-45-3.55822,0
0-7066-2770-9.55832,0
1-81213-822-9.55834,0
1-198-81760-7.55843,0
1-152-62972-7.55853,0
0-621-41924-9.55860,0
0-87056-806-X.55864,0
1-166-20846-X.55868,0
1-157-18478-2.55869,0
1-78739-801-3.55891,0
0-339-82753-X.55895,0
0-8139-4437-6.55897,0
1-70462-733-8.55904,0
0-297-57547-3.55935,0
0-7431-4056-7.55976,0
1-151-44458-8.55977,0
0-903720-30-2.55982,0
0-345-94757-6.55987,0
0-7385-7049-4.56025,0
0-471-68309-4.56026,0
1-4274-8866-5.56029,0
1-275-26104-3.56032,0
0-658-82631-X.56036,0
1-58753-739-7.56038,0
0-565-76643-0.56039,0
0-7869-9112-7.56044,0
0-347-25812-3.56056,0
1-895872-17-0.56058,0
0-7336-4045-1.56068,0
1-78314-516-1.56078,0
1-70562-007-8.56108,0
1-5324-6014-7.56127,0
0-519-90237-8.56130,0
0-906394-21-X.56146,0
0-7753-8239-6.56149,0
1-160-18470-4.56150,0
1-65264-434-2.56158,0
1-929256-08-6.56162,0
1-4764-6581-9.56174,0
1-68838-613-0.56207,0
1-86409-173-8.56212,0
1-79789-826-4.56213,0
1-124-92419-1.56215,0
0-357-14435-X.56216,0
0-87745-834-0.56229,0
0-214-92696-6.56243,0
1-67683-787-6.56291,0
0-380-06216-X.56312,0
0-01-422556-5.56319,0
1-997624-12-5.56320,0
0-7232-7588-2.56324,0
1-151-30208-2.56340,0
0-677-00455-9.56342,0
1-4657-5653-1.56361,0
1-76295-333-1.56395,0
1-120-98396-7.56406,0
0-7192-4320-3.56407,0
1-344-21296-4.56415,0
0-479-65443-3.56418,0
0-05-043362-8.56423,0
1-59962-410-9.56427,0
0-588-28375-4.56434,0
1-86848-490-4.56450,0
0-87259-623-0.56474,0
0-7106-9063-0.56475,0
1-264-72575-2.56479,0
0-939200-78-3.56504,0
1-82908-154-3.56511,0
1-957896-29-9.56517,0
0-7205-1600-5.56530,0
1-949777-78-2.56534,0
1-80853-159-0.56536,0
0-8222-1239-0.56538,0
0-89015-696-4.56539,0
1-202-02213-8.56544,0
1-330-16145-9.56551,0
0-361-06971-5.56559,0
0-242-20296-9.56563,0
1-239-68006-6.56574,0
0-8438-9349-4.56576,0
1-76920-685-X.56600,0
1-353-86246-1.56601,0
1-02-774719-1.56605,0
0-9561444-1-1.56610,0
0-519-05321-4.56621,0
0-10-746883-2.56627,0
0-413-25338-4.56628,0
0-7640-1681-4.56648,0
1-5269-0659-7.56655,0
1-4125-7575-3.56658,0
0-229-80563-9.56678,0
0-86303-942-1.56681,0
1-322-88743-8.56688,1
1-235-10327-7.56692,0
1-261-96338-5.56700,0
0-8384-3262-X.56704,1
0-931458-20-X.56706,0
0-403-88217-6.56710,0
0-7219-8327-8.56724,0
0-328-00463-4.56737,0
1-04-896469-8.56759,0
0-7914-5615-3.56763,0
0-9504050-2-7.56780,0
1-81494-955-0.56793,0
1-66780-260-7.56798,0
1-264-71726-1.56800,0
0-10-687647-3.56803,0
0-942537-20-3.56821,0
1-133-64809-6.56826,0
1-106-69166-0.56830,0
0-7764-6716-6.56832,0
1-950595-21-8.56843,0
1-207-90814-2.56862,0
0-527-76454-X.56878,0
0-346-76363-0.56896,0
0-394-61678-2.56912,0
0-647-44609-X.56918,0
0-248-83527-0.56926,0
1-9784-3942-3.56928,0
0-14-648877-6.56932,0
1-5307-5489-5.56933,0
1-4628-7794-X.56956,0
1-80685-605-0.56967,0
0-590-34771-3.56968,0
0-506-38760-7.56983,0
0-505-87368-0.57009,0
0-507-49190-4.57020,0
0-488-03153-2.57054,0
1-278-46836-6.57056,0
1-272-87300-5.57057,0
0-7552-0251-1.57066,0
0-06-924008-6.57080,0
0-387-30826-1.57081,0
0-9752055-9-5.57084,0
1-971642-18-5.57088,0
0-279-60270-7.57094,0
1-126-78084-7.57103,0
1-4740-0445-8.57109,0
0-295-29919-3.57119,0
0-7167-1997-5.57166,0
0-89646-256-0.57176,0
0-570-72009-5.57192,0
0-13-907863-0.57197,0
1-209-35890-5.57235,0
1-108-01891-2.57241,0
0-9839939-6-3.57242,0
1-209-36235-X.57265,0
1-4507-7580-2.57278,0
1-947783-36-X.57289,0
1-59812-560-5.57294,0
0-87630-757-8.57331,0
1-4869-5132-5.57336,0
0-274-09810-5.57342,0
1-5423-5995-3.57344,0
1-254-52848-2.57350,0
0-694-59535-7.57356,0
1-09-099738-8.57384,0
0-652-89740-1.57387,0
0-639-44194-7.57389,0
1-150-74053-1.57396,0
1-56526-221-2.57398,0
0-544-58053-2.57404,0
1-266-86921-2.57406,0
0-917562-94-1.57410,0
0-00-351347-5.57433,0
0-7057-5748-X.57442,0
1-391-76306-8.57444,0
0-518-47218-3.57448,0
0-10-579444-9.57479,0
0-16-985324-1.57506,0
1-392-79513-3.57509,0
0-9543672-3-5.57543,0
0-297-01971-6.57570,0
1-988084-97-0.57600,0
1-75456-281-7.57610,0
1-196-04527-5.57617,0
0-88900-908-2.57618,0
0-942932-75-7.57620,0
1-292-35602-2.57637,0
1-127-33260-0.57641,0
0-89500-619-7.57646,0
1-5432-2683-3.57648,0
0-07-976126-7.57653,0
0-607-76004-4.57663,0
0-12-521074-4.57666,0
0-7246-6216-2.57691,0
1-80928-352-3.57692,0
0-19-870516-6.57697,0
1-912965-74-7.57727,0
0-7076-8897-3.57737,0
0-9560625-5-5.57764,0
1-56975-970-7.57766,0
0-04-121373-4.57779,0
1-307-66542-X.57782,0
1-306-45321-6.57784,0
0-644-96497-9.57791,0
1-216-36133-9.57815,0
0-565-77626-6.57838,0
0-903350-96-3.57841,0
0-305-16096-6.57844,0
1-58856-528-9.57851,1
1-5393-4576-9.57864,0
1-336-41656-4.57871,0
1-926358-39-2.57878,0
1-922039-71-3.57886,0
1-875709-56-8.57887,0
0-482-77695-1.57889,0
1-173-99495-5.57893,0
0-9586173-9-2.57913,0
0-311-59905-2.57914,0
1-140-13799-9.57919,0
0-7227-0949-8.57933,0
1-05-854735-6.57949,0
0-7891-4448-4.57965,0
0-00-578338-0.57967,0
0-85218-059-4.57981,0
0-04-222360-1.57998,0
0-631-61086-3.57999,0
0-278-03021-1.58029,0
0-355-22362-7.58080,0
0-08-487040-0.58095,0
1-4329-1944-X.58101,1
0-15-382679-7.58125,0
1-5390-8037-4.58130,0
0-7342-1719-6.58151,0
1-286-26659-9.58161,0
1-5308-7150-6.58168,0
0-339-95445-0.58182,0
0-508-79161-8.58184,0
0-266-06174-5.58213,0
1-179-89245-3.58215,0
0-7717-9020-1.58218,0
1-85802-802-7.58229,0
0-392-53803-2.58230,0
1-945782-55-2.58232,0
0-501-32611-1.58236,0
1-5446-7964-5.58239,0
0-03-279326-X.58259,0
1-187-98956-8.58265,0
1-56106-559-5.58269,0
1-963464-62-1.58270,0
1-906501-36-X.58278,0
0-469-69891-8.58308,0
0-03-175532-1.58312,0
1-75713-613-4.58319,1
1-07-233366-X.58348,0
1-75237-869-5.58351,0
0-934793-44-1.58352,0
0-7548-3822-6.58358,0
0-8064-7061-5.58361,0
1-342-93844-5.58367,0
1-72354-625-9.58373,0
0-9927188-7-2.58397,0
0-9751092-2-7.58399,0
0-304-93495-X.58406,0
1-4247-5574-3.58409,0
0-515-48691-4.58419,0
1-316-33801-0.58430,0
1-9795-5661-X.58445,0
0-382-78856-7.58461,0
1-02-984661-8.58471,0
0-570-39730-8.58497,0
0-06-329067-7.58501,0
1-285-99162-1.58506,0
1-910176-39-7.58507,0
1-72024-919-9.58516,0
0-644-40560-0.58520,0
0-472-19920-X.58529,0
1-962303-27-6.58535,0
0-490-41864-3.58540,0
0-595-21630-7.58543,0
1-889791-77-6.58548,0
0-88119-508-1.58554,0
1-295-60927-4.58556,0
0-17-487974-1.58558,0
0-00-389002-3.58561,0
1-05-821415-2.58565,0
0-293-87242-2.58575,0
1-374-64075-1.58577,0
1-936161-36-2.58585,0
0-550-05335-2.58603,0
0-15-126333-7.58607,0
1-193-15489-8.58626,0
0-7650-2154-4.58632,0
0-370-04176-3.58654,0
1-66835-824-7.58659,0
0-19-746384-3.58666,0
1-277-91505-9.58667,0
0-287-33714-6.58668,0
1-4962-7036-3.58673,0
0-8072-1612-7.58694,0
0-494-01104-1.58724,0
1-65075-251-2.58729,0
0-13-695736-6.58740,0
1-307-14933-2.58747,0
1-202-52260-2.58756,0
1-69888-010-3.58764,0
1-278-56324-5.58773,0
1-62007-984-4.58783,0
0-02-815997-7.58784,0
1-164-01583-4.58789,0
0-13-238214-8.58810,0
1-07-769897-6.58842,0
1-4121-4760-3.58850,0
1-03-259499-3.58851,0
0-12-568007-4.58854,1
0-7003-5043-8.58857,0
1-00-310462-2.58859,0
0-9731013-0-X.58866,0
0-08-169548-9.58894,0
0-7709-2323-2.58897,0
1-72916-766-7.58898,0
1-04-015783-1.58908,0
1-303-05927-4.58915,0
0-408-37766-6.58932,0
0-9551587-6-1.58935,0
1-07-937905-3.58939,0
0-18-286881-8.58946,0
0-465-97110-5.58950,0
0-218-91239-0.58954,0
1-886952-63-9.58980,0
1-120-22292-3.58982,0
0-208-03118-9.59008,0
1-991641-43-5.59020,0
1-5025-3811-3.59033,0
0-01-774644-2.59038,0
0-406-89989-4.59045,0
0-906988-88-8.59050,1
1-356-43487-8.59059,0
1-05-120044-X.59066,0
1-09-086292-X.59075,0
0-284-73214-1.59083,0
0-683-52842-4.59091,0
1-4542-4948-X.59096,0
0-276-88995-9.59098,0
0-591-45194-8.59100,0
1-75137-561-7.59114,0
0-365-43817-0.59139,0
0-592-03168-3.59150,0
0-19-194142-5.59157,0
1-56195-994-4.59177,0
0-915566-13-3.59191,0
0-504-39999-3.59205,0
0-9545298-7-1.59214,0
1-04-874169-9.59221,0
0-14-373471-7.59233,0
1-83337-039-2.59244,0
0-7700-6079-X.59249,0
0-666-17051-7.59257,0
1-339-26222-3.59262,0
0-11-251965-2.59273,0
1-322-62664-2.59284,0
1-72371-404-6.59287,0
0-262-20915-2.59326,0
1-06-227782-1.59331,0
0-542-89726-1.59334,1
0-492-28008-8.59357,0
0-565-45070-0.59362,0
1-230-76762-2.59375,0
0-564-11484-7.59377,0
1-330-26653-6.59379,0
0-440-76715-6.59381,0
0-657-65741-7.59399,0
0-385-37251-5.59411,0
1-07-954954-4.59429,0
0-250-04877-9.59438,0
0-01-358471-5.59449,0
1-917057-52-0.59459,0
0-375-72493-1.59464,0
1-69609-049-0.59466,0
1-5456-4469-1.59476,0
0-263-14364-3.59479,0
0-925197-20-3.59495,0
0-07-670264-2.59498,0
0-670-27437-2.59501,0
1-72840-990-X.59504,0
1-180-33853-7.59511,0
0-01-510513-X.59534,0
0-518-41492-2.59536,0
1-151-03133-X.59543,0
0-7502-1082-6.59554,0
1-5372-9866-6.59558,0
1-55967-477-6.59567,0
0-598-66181-6.59570,0
0-06-990729-3.59579,1
0-319-40536-2.59582,0
0-09-134968-0.59614,0
1-64831-025-7.59621,0
1-01-547827-1.59624,0
1-62404-190-6.59634,0
1-78142-545-0.59642,0
0-259-29827-1.59653,0
0-10-289217-2.59660,0
1-81346-437-5.59662,0
0-207-50529-2.59665,0
0-236-56225-8.59678,0
1-276-39911-1.59685,0
1-7336664-2-7.59686,0
0-436-58963-X.59706,0
1-80257-445-X.59719,0
0-06-136372-3.59759,0
0-85877-857-2.59762,0
1-84782-526-5.59787,0
0-7327-4645-0.59788,0
1-64922-612-8.59795,0
1-355-42972-2.59799,0
0-486-42798-6.59804,0
0-8174-8847-2.59805,0
0-407-87915-3.59815,0
1-4720-1483-9.59819,0
1-289-34319-5.59839,0
1-4857-9213-4.59856,0
1-226-08489-3.59887,0
1-112-89649-X.59890,0
1-62293-444-X.59902,0
1-919564-68-3.59907,0
0-392-04763-2.59913,0
0-329-71403-1.59914,0
0-327-07209-1.59915,0
1-01-229295-9.59935,0
1-06-399929-4.59946,0
1-60259-798-7.59953,0
0-00-645613-8.59963,0
1-243-64934-8.59977,0
1-247-45593-9.59984,0
0-913537-01-2.60013,0
1-68313-481-8.60014,0
1-83731-002-5.60023,0
1-198-84465-5.60034,0
1-142-59871-3.60046,0
1-970699-60-4.60049,0
1-295-83657-2.60065,0
1-268-64008-5.60083,0
1-231-39232-0.60089,0
0-537-48967-3.60100,0
1-967119-91-0.60101,1
1-911028-42-1.60121,0
0-8252-1353-3.60130,0
1-995459-22-4.60140,0
0-13-641184-3.60143,0
1-309-37458-9.60204,0
0-641-17135-8.60207,1
0-632-56482-2.60216,0
1-954480-00-8.60220,1
0-9692030-1-2.60238,0
1-909424-38-2.60240,0
0-05-067151-0.60259,0
0-540-72363-0.60278,0
0-539-33070-1.60281,0
1-133-82061-1.60292,0
0-682-29785-2.60310,0
0-13-344440-6.60316,0
1-281-57736-7.60325,0
1-79244-803-1.60331,0
0-15-860229-3.60340,0
1-167-86085-3.60342,0
0-278-20526-7.60344,0
0-464-98213-8.60345,0
1-04-398120-9.60346,0
1-5150-0024-9.60352,0
0-8302-9391-4.60371,0
1-9834-5198-3.60378,0
0-906531-15-2.60392,0
1-252-95636-3.60394,0
1-9807-2176-9.60405,0
1-123-88923-6.60410,0
0-644-87261-6.60422,0
1-316-53243-7.60445,0
0-284-88584-3.60456,0
1-4697-6455-5.60464,0
0-86091-606-5.60469,0
0-7611-9935-7.60475,0
0-9802524-7-4.60496,0
0-07-229688-7.60500,0
0-88850-535-3.60501,0
0-17-206122-9.60511,0
0-13-481379-0.60518,0
1-4167-8952-9.60519,0
0-914628-06-2.60526,0
1-4191-3905-3.60545,0
0-522-35459-9.60548,0
1-4433-4430-3.60549,0
0-358-74532-2.60558,0
0-9621867-1-6.60596,0
